21:48:50.016 > 0.000,0.000,180.000,0.000,0.000,-2.905,1.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.735567,
21:48:50.217 > 0.000,0.000,180.000,0.000,0.000,-0.946,2.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.935572,
21:48:50.416 > 0.000,0.000,180.000,0.000,0.000,-0.555,-2.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.135574,
21:48:50.616 > 0.000,0.000,180.000,0.000,0.000,-4.528,-4.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.335581,
21:48:50.817 > 0.000,0.000,180.000,0.000,0.000,-4.708,-1.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.535587,
21:48:51.017 > 0.000,0.000,180.000,0.000,0.000,-1.980,-2.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.735594,
21:48:51.216 > 0.000,0.000,180.000,0.000,0.000,0.094,-4.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.935598,
21:48:51.417 > 0.000,0.000,180.000,0.000,0.000,0.368,-3.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.135605,
21:48:51.616 > 0.000,0.000,180.000,0.000,0.000,-0.291,-3.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.335608,
21:48:51.816 > 0.000,0.000,180.000,0.000,0.000,-0.736,-2.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.535608,
21:48:52.017 > 0.000,0.000,180.000,0.000,0.000,-1.209,-1.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.735611,
21:48:52.217 > 0.000,0.000,180.000,0.000,0.000,-0.223,-2.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.935616,
21:48:52.417 > 0.000,0.000,180.000,0.000,0.000,0.385,-4.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.135620,
21:48:52.616 > 0.000,0.000,180.000,0.000,0.000,0.304,-5.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.335625,
21:48:52.817 > 0.000,0.000,180.000,0.000,0.000,0.318,-5.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.535625,
21:48:53.017 > 0.000,0.000,180.000,0.000,0.000,-0.289,-4.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.735634,
21:48:53.217 > 0.000,0.000,180.000,0.000,0.000,0.249,-4.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.935640,
21:48:53.417 > 0.000,0.000,180.000,0.000,0.000,-1.244,-3.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.135645,
21:48:53.616 > 0.000,0.000,180.000,0.000,0.000,-3.516,-3.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.335649,
21:48:53.817 > 0.000,0.000,180.000,0.000,0.000,-1.485,-5.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.535652,
21:48:54.017 > 0.000,0.000,180.000,0.000,0.000,-0.233,-4.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.735657,
21:48:54.217 > 0.000,0.000,180.000,0.000,0.000,-1.439,0.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.935659,
21:48:54.417 > 0.000,0.000,180.000,0.000,0.000,0.441,-2.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.135662,
21:48:54.616 > 0.000,0.000,180.000,0.000,0.000,-0.715,-7.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.335669,
21:48:54.817 > 0.000,0.000,180.000,0.000,0.000,-3.614,-7.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.535671,
21:48:55.017 > 0.000,0.000,180.000,0.000,0.000,-2.652,-8.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.735674,
21:48:55.217 > 0.000,0.000,180.000,0.000,0.000,-2.102,-10.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.935678,
21:48:55.417 > 0.000,0.000,180.000,0.000,0.000,-0.713,-7.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.135683,
21:48:55.617 > 0.000,0.000,180.000,0.000,0.000,-0.400,-3.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.335688,
21:48:55.817 > 0.000,0.000,180.000,0.000,0.000,-1.020,-0.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.535690,
21:48:56.016 > 0.000,0.000,180.000,0.000,0.000,-1.077,-0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.735695,
21:48:56.217 > 0.000,0.000,180.000,0.000,0.000,-0.313,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.935698,
21:48:56.422 > 0.000,0.000,180.000,0.000,0.000,0.828,-0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.135700,
21:48:56.617 > 0.000,0.000,180.000,0.000,0.000,1.390,-2.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.335705,
21:48:56.820 > 0.000,0.000,180.000,0.000,0.000,-1.689,-3.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.535713,
21:48:57.020 > 0.000,0.000,180.000,0.000,0.000,-2.144,-4.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.735714,
21:48:57.220 > 0.000,0.000,180.000,0.000,0.000,-0.374,-4.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.935719,
21:48:57.420 > 0.000,0.000,180.000,0.000,0.000,2.253,-1.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.135719,
21:48:57.621 > 0.000,0.000,180.000,0.000,0.000,0.921,-1.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.335724,
21:48:57.821 > 0.000,0.000,180.000,0.000,0.000,-0.682,-1.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.535732,
21:48:58.021 > 0.000,0.000,180.000,0.000,0.000,-0.303,-2.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.735741,
21:48:58.220 > 0.000,0.000,180.000,0.000,0.000,1.400,-2.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.935741,
21:48:58.420 > 0.000,0.000,180.000,0.000,0.000,-0.138,-3.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.135746,
21:48:58.620 > 0.000,0.000,180.000,0.000,0.000,-2.069,-3.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.335751,
