21:48:58.820 > 0.000,0.000,180.000,0.000,0.000,-0.948,-4.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.535751,
21:48:59.021 > 0.000,0.000,180.000,0.000,0.000,-0.302,-5.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.735756,
21:48:59.221 > 0.000,0.000,180.000,0.000,0.000,0.378,-4.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.935757,
21:48:59.421 > 0.000,0.000,180.000,0.000,0.000,-0.125,-2.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.135757,
21:48:59.619 > 0.000,0.000,180.000,0.000,0.000,-0.312,-0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.335766,
21:48:59.820 > 0.000,0.000,180.000,0.000,0.000,-0.650,-0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.535770,
21:49:00.021 > 0.000,0.000,180.000,0.000,0.000,-1.712,-1.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.736568,
21:49:00.221 > 0.000,0.000,180.000,0.000,0.000,-2.947,-2.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.936573,
21:49:00.422 > 0.000,0.000,180.000,0.000,0.000,-2.442,-1.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.136574,
21:49:00.621 > 0.000,0.000,180.000,0.000,0.000,-2.531,-2.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.336578,
21:49:00.820 > 0.000,0.000,180.000,0.000,0.000,-0.723,-5.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.536579,
21:49:01.021 > 0.000,0.000,180.000,0.000,0.000,1.903,-5.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.736584,
21:49:01.221 > 0.000,0.000,180.000,0.000,0.000,4.192,-5.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.936592,
21:49:01.422 > 0.000,0.000,180.000,0.000,0.000,5.282,-4.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.136597,
21:49:01.622 > 0.000,0.000,180.000,0.000,0.000,3.578,-5.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.336643,
21:49:01.821 > 0.000,0.000,180.000,0.000,0.000,0.821,-4.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.537048,
21:49:02.022 > 0.000,0.000,180.000,0.000,0.000,-1.767,-2.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.737049,
21:49:02.222 > 0.000,0.000,180.000,0.000,0.000,-2.090,-2.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.937466,
21:49:02.423 > 0.000,0.000,180.000,0.000,0.000,0.099,-3.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.137474,
21:49:02.622 > 0.000,0.000,180.000,0.000,0.000,0.819,-4.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.337479,
21:49:02.822 > 0.000,0.000,180.000,0.000,0.000,0.488,-2.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.537479,
21:49:03.022 > 0.000,0.000,180.000,0.000,0.000,-0.578,-1.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.737480,
21:49:03.221 > 0.000,0.000,180.000,0.000,0.000,-0.426,-1.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.937485,
21:49:03.422 > 0.000,0.000,180.000,0.000,0.000,-1.917,-0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.137489,
21:49:03.622 > 0.000,0.000,180.000,0.000,0.000,-1.584,-0.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.337494,
21:49:03.822 > 0.000,0.000,180.000,0.000,0.000,-1.852,-0.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.537498,
21:49:04.022 > 0.000,0.000,180.000,0.000,0.000,-1.760,-0.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.737503,
21:49:04.222 > 0.000,0.000,180.000,0.000,0.000,-1.870,-0.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.937504,
21:49:04.422 > 0.000,0.000,180.000,0.000,0.000,-1.716,-1.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.137508,
21:49:04.623 > 0.000,0.000,180.000,0.000,0.000,-1.727,-1.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.337513,
21:49:04.822 > 0.000,0.000,180.000,0.000,0.000,-1.606,-1.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.537518,
21:49:05.021 > 0.000,0.000,180.000,0.000,0.000,-1.693,-1.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.737522,
21:49:05.222 > 0.000,0.000,180.000,0.000,0.000,-1.698,-1.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.937523,
21:49:05.423 > 0.000,0.000,180.000,0.000,0.000,-1.622,-1.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.137527,
21:49:05.623 > 0.000,0.000,180.000,0.000,0.000,-1.473,-1.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.337532,
21:49:05.823 > 0.000,0.000,180.000,0.000,0.000,-1.367,-1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.537537,
21:49:06.022 > 0.000,0.000,180.000,0.000,0.000,-1.359,-1.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.737541,
21:49:06.222 > 0.000,0.000,180.000,0.000,0.000,-1.417,-1.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.937546,
21:49:06.423 > 0.000,0.000,180.000,0.000,0.000,-1.509,-1.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.137550,
21:49:06.622 > 0.000,0.000,180.000,0.000,0.000,-1.500,-0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.337555,
21:49:06.822 > 0.000,0.000,180.000,0.000,0.000,-1.404,-1.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.537556,
21:49:07.022 > 0.000,0.000,180.000,0.000,0.000,-1.322,-1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.737560,
21:49:07.222 > 0.000,0.000,180.000,0.000,0.000,-1.264,-1.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.937565,
21:49:07.422 > 0.000,0.000,180.000,0.000,0.000,-1.268,-1.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.137566,
21:49:07.621 > 0.000,0.000,180.000,0.000,0.000,-1.322,-1.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.337574,
21:49:07.822 > 0.000,0.000,180.000,0.000,0.000,-1.384,-1.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.537579,
21:49:08.021 > 0.000,0.000,180.000,0.000,0.000,-1.429,-1.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.737583,
21:49:08.221 > 0.000,0.000,180.000,0.000,0.000,-1.432,-1.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.937588,
21:49:08.423 > 0.000,0.000,180.000,0.000,0.000,-1.388,-1.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.137592,
21:49:08.622 > 0.000,0.000,180.000,0.000,0.000,-1.332,-1.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.337593,
21:49:08.822 > 0.000,0.000,180.000,0.000,0.000,-1.293,-1.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.537594,
21:49:09.021 > 0.000,0.000,180.000,0.000,0.000,-1.286,-1.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.737598,
21:49:09.221 > 0.000,0.000,180.000,0.000,0.000,-1.314,-1.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.937599,
21:49:09.422 > 0.000,0.000,180.000,0.000,0.000,-1.366,-1.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.137604,
21:49:09.621 > 0.000,0.000,180.000,0.000,0.000,-1.394,-1.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.337608,
21:49:09.822 > 0.000,0.000,180.000,0.000,0.000,-1.392,-1.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.537613,
21:49:10.023 > 0.000,0.000,180.000,0.000,0.000,-1.372,-1.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.737617,
21:49:10.221 > 0.000,0.000,180.000,0.000,0.000,-1.357,-1.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.937622,
21:49:10.422 > 0.000,0.000,180.000,0.000,0.000,-1.334,-1.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.137627,
21:49:10.623 > 0.000,0.000,180.000,0.000,0.000,-1.325,-1.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.337631,
21:49:10.822 > 0.000,0.000,180.000,0.000,0.000,-1.332,-1.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.537632,
21:49:11.022 > 0.000,0.000,180.000,0.000,0.000,-1.348,-1.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.737637,
21:49:11.223 > 0.000,0.000,180.000,0.000,0.000,-1.370,-1.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.937641,
21:49:11.422 > 0.000,0.000,180.000,0.000,0.000,-1.368,-1.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.137642,
21:49:11.621 > 0.000,0.000,180.000,0.000,0.000,-1.346,-1.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.337646,
21:49:11.822 > 0.000,0.000,180.000,0.000,0.000,-1.325,-1.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.537655,
21:49:12.022 > 0.000,0.000,180.000,0.000,0.000,-1.310,-1.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.737656,
21:49:12.222 > 0.000,0.000,180.000,0.000,0.000,-1.321,-1.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.937660,
21:49:12.422 > 0.000,0.000,180.000,0.000,0.000,-1.332,-1.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.137661,
21:49:12.623 > 0.000,0.000,180.000,0.000,0.000,-1.354,-1.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.337666,
21:49:12.825 > 0.000,0.000,180.000,0.000,0.000,-1.373,-1.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.537670,
21:49:13.023 > 0.000,0.000,180.000,0.000,0.000,-1.368,-1.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.737671,
21:49:13.222 > 0.000,0.000,180.000,0.000,0.000,-1.365,-1.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.937672,
21:49:13.423 > 0.000,0.000,180.000,0.000,0.000,-1.366,-1.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.137676,
21:49:13.622 > 0.000,0.000,180.000,0.000,0.000,-1.362,-1.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.337681,
21:49:13.826 > 0.000,0.000,180.000,0.000,0.000,-1.354,-1.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.537682,
21:49:14.023 > 0.000,0.000,180.000,0.000,0.000,-1.348,-1.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.737686,
21:49:14.222 > 0.000,0.000,180.000,0.000,0.000,-1.343,-1.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.937691,
21:49:14.422 > 0.000,0.000,180.000,0.000,0.000,-1.346,-1.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.137695,
21:49:14.622 > 0.000,0.000,180.000,0.000,0.000,-1.346,-1.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.337700,
21:49:14.818 > 0.000,0.000,180.000,0.000,0.000,-1.340,-1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.537704,
21:49:15.022 > 0.000,0.000,180.000,0.000,0.000,-1.343,-1.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.737705,
21:49:15.225 > 0.000,0.000,180.000,0.000,0.000,-1.343,-1.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.937710,
21:49:15.422 > 0.000,0.000,180.000,0.000,0.000,-1.335,-1.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.137714,
21:49:15.621 > 0.000,0.000,180.000,0.000,0.000,-1.335,-1.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.337719,
21:49:15.824 > 0.000,0.000,180.000,0.000,0.000,-1.335,-1.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.537720,
21:49:16.024 > 0.000,0.000,180.000,0.000,0.000,-1.343,-1.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.737728,
21:49:16.218 > 0.000,0.000,180.000,0.000,0.000,-1.343,-1.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.937733,
